,Type,Start,End,Duration,Day of Week,Budget,Currency,Clicks,Impressions,Spent,CTR,CPC,CPI,Target Age,Target Gender,Username,Email,Name,Gender,Age
2743,GRZ,2018-04-14,2020-03-22,708,Saturday,105001,GDB,73408,500001,50401,0.14681570636858726,0.6865872929380994,0.10080179839640321,35-45,M,diane41,frenchmelissa@kent-spencer.info,Brandon Jones,M,77
2744,KTR,2017-11-16,2018-12-15,394,Thursday,474106,GDB,21797,499999,342909,0.043594087188174376,15.731935587466165,0.6858193716387433,35-55,F,diane41,frenchmelissa@kent-spencer.info,Brandon Jones,M,77
2745,BYU,2018-01-06,2018-11-15,313,Saturday,485646,EUR,39210,500000,429600,0.07842,10.956388676358072,0.8592,40-50,M,joshua09,imarsh@campbell.org,Robert Cannon,M,46
2746,AKX,2018-09-28,2018-06-10,-110,Friday,481820,GDB,64698,499998,7566,0.12939651758607035,0.11694333673374757,0.015132060528242113,25-40,F,joshua09,imarsh@campbell.org,Robert Cannon,M,46
2747,GRZ,2018-10-28,2020-08-05,647,Sunday,607672,GDB,97560,500002,279664,0.19511921952312192,2.8665846658466583,0.5593257626969492,40-50,M,swansonscott,cynthiaschneider@hotmail.com,Vincent Baxter,M,50
2748,AKX,2018-04-10,2019-10-27,565,Tuesday,522348,EUR,44606,500003,315061,0.08921146473121161,7.063197776083935,0.6301182192906842,40-60,M,swansonscott,cynthiaschneider@hotmail.com,Vincent Baxter,M,50
2749,KTR,2019-01-30,2020-02-09,375,Wednesday,443474,USD,7867,500000,1514,0.015734,0.19244947247997965,0.003028,30-35,M,swansonscott,cynthiaschneider@hotmail.com,Vincent Baxter,M,50
2750,BYU,2018-08-07,2018-11-17,102,Tuesday,651364,GDB,36857,499996,121624,0.07371458971671774,3.299888759258757,0.243249945999568,30-35,M,swansonscott,cynthiaschneider@hotmail.com,Vincent Baxter,M,50
2751,AKX,2019-01-18,2019-12-22,338,Friday,99787,GDB,21085,500002,41883,0.042169831320674714,1.9863884277922694,0.08376566493734025,20-30,F,swansonscott,cynthiaschneider@hotmail.com,Vincent Baxter,M,50
2752,KTR,2018-07-23,2019-06-17,329,Monday,996713,EUR,37327,500002,625809,0.07465370138519446,16.765585233209205,1.2516129935480258,20-30,F,harrisveronica,hendrixlarry@hotmail.com,Megan Fritz,F,35
2753,AKX,2019-08-15,2021-05-28,652,Thursday,255298,USD,59729,499995,119533,0.11945919459194591,2.0012556714493797,0.23906839068390684,40-60,M,harrisveronica,hendrixlarry@hotmail.com,Megan Fritz,F,35
2754,BYU,2018-01-04,2020-01-26,752,Thursday,77855,EUR,77701,500000,1606,0.155402,0.020668974659270794,0.003212,25-45,M,harrisveronica,hendrixlarry@hotmail.com,Megan Fritz,F,35
2755,AKX,2019-07-26,2020-07-29,369,Friday,716822,GDB,45578,499998,514308,0.09115636462545851,11.284128307516784,1.0286201144804579,25-30,F,harrisveronica,hendrixlarry@hotmail.com,Megan Fritz,F,35
2756,AKX,2019-03-16,2019-10-10,208,Saturday,494503,EUR,43554,499999,395356,0.08710817421634844,9.077375212380034,0.7907135814271629,20-25,F,masseydavid,nicolewilliams@miller.net,Amy Barker,F,54
2757,BYU,2019-12-08,2021-05-22,531,Sunday,715839,USD,38276,499999,460965,0.07655215310430621,12.043186330860069,0.9219318438636878,35-40,M,masseydavid,nicolewilliams@miller.net,Amy Barker,F,54
2758,KTR,2018-01-22,2019-04-10,443,Monday,960556,GDB,64968,500000,614670,0.129936,9.461119320280753,1.22934,25-50,M,masseydavid,nicolewilliams@miller.net,Amy Barker,F,54
2759,AKX,2018-06-26,2018-11-16,143,Tuesday,826657,GDB,19480,500000,279499,0.03896,14.34799794661191,0.558998,35-45,F,masseydavid,nicolewilliams@miller.net,Amy Barker,F,54
2760,AKX,2019-12-06,2020-03-18,103,Friday,776278,EUR,60298,499997,397439,0.12059672358034149,6.591246807522637,0.7948827692966158,45-60,F,masseydavid,nicolewilliams@miller.net,Amy Barker,F,54
2761,KTR,2019-05-09,2020-09-08,488,Thursday,899382,USD,29796,500002,276263,0.05959176163295347,9.271815008726003,0.5525237899048404,40-60,M,tchen,nunezjustin@yahoo.com,Jacqueline Austin,F,60
2762,KTR,2019-04-27,2020-02-12,291,Saturday,347332,GDB,25218,499997,331986,0.050436302617815704,13.16464430168927,0.6639759838559032,25-35,M,tchen,nunezjustin@yahoo.com,Jacqueline Austin,F,60
2763,KTR,2019-03-28,2020-12-07,620,Thursday,849421,USD,9100,499999,724845,0.0182000364000728,79.6532967032967,1.4496928993857987,20-40,F,tchen,nunezjustin@yahoo.com,Jacqueline Austin,F,60
2764,KTR,2018-06-04,2018-09-28,116,Monday,769673,USD,16880,499998,322215,0.033760135040540165,19.088566350710902,0.6444325777303109,25-40,F,tchen,nunezjustin@yahoo.com,Jacqueline Austin,F,60
2765,BYU,2019-06-28,2021-01-24,576,Friday,268641,USD,30074,500001,132344,0.06014787970424059,4.400611824167054,0.26468747062505876,40-50,F,suzannemullins,david18@gmail.com,Jay Hawkins,M,18
2766,KTR,2017-12-13,2019-02-26,440,Wednesday,282792,GDB,12480,500000,47531,0.02496,3.808573717948718,0.095062,20-25,M,suzannemullins,david18@gmail.com,Jay Hawkins,M,18
2767,GRZ,2018-06-10,2018-12-25,198,Sunday,910788,USD,51793,500002,550179,0.10358558565765737,10.6226517096905,1.1003535985856057,30-40,F,suzannemullins,david18@gmail.com,Jay Hawkins,M,18
2768,AKX,2019-07-20,2020-01-14,178,Saturday,72852,EUR,20492,500001,30912,0.04098391803216393,1.5084911184852625,0.061823876352247294,35-45,F,operry,zwood@yahoo.com,Linda Luna,F,61
2769,GRZ,2018-08-10,2020-06-23,683,Friday,886698,EUR,26691,500001,258074,0.05338189323621353,9.668952081225882,0.5161469677060646,45-65,M,operry,zwood@yahoo.com,Linda Luna,F,61
2770,BYU,2019-09-24,2021-02-28,523,Tuesday,981480,USD,70942,500003,932353,0.1418831487011078,13.1424684953906,1.864694811831129,30-50,M,jessicaschultz,maryreynolds@yahoo.com,Michelle Mccoy,F,74
2771,GRZ,2018-04-22,2019-12-26,613,Sunday,933180,EUR,53253,499997,22796,0.10650663903983423,0.4280697801062851,0.04559227355364132,40-60,M,jessicaschultz,maryreynolds@yahoo.com,Michelle Mccoy,F,74
2772,AKX,2019-01-13,2020-04-17,460,Sunday,418988,EUR,39565,500003,292890,0.07912952522284866,7.402754960192089,0.585776485341088,20-25,F,jessicaschultz,maryreynolds@yahoo.com,Michelle Mccoy,F,74
2773,AKX,2019-01-28,2019-04-27,89,Monday,361915,GDB,35499,500002,240359,0.07099771600913596,6.770866784979859,0.4807160771356915,20-40,F,jessicaschultz,maryreynolds@yahoo.com,Michelle Mccoy,F,74
2774,KTR,2017-12-30,2019-06-01,518,Saturday,510066,USD,85764,499999,309484,0.1715283430566861,3.6085537055174663,0.6189692379384759,30-40,F,jessicaschultz,maryreynolds@yahoo.com,Michelle Mccoy,F,74
2775,AKX,2018-01-02,2020-01-26,754,Tuesday,645735,USD,35029,500000,560969,0.070058,16.014416626223987,1.121938,40-55,F,jessicaschultz,maryreynolds@yahoo.com,Michelle Mccoy,F,74
2776,KTR,2019-06-20,2019-07-26,36,Thursday,820590,USD,36723,500002,788579,0.07344570621717512,21.47370857500749,1.5771516913932344,45-50,M,jessicaschultz,maryreynolds@yahoo.com,Michelle Mccoy,F,74
2777,KTR,2019-01-05,2019-06-06,152,Saturday,135531,USD,48015,499998,66058,0.09603038412153649,1.3757784025825264,0.13211652846611385,40-50,F,carriemyers,brownashley@solomon-vasquez.biz,Kathleen Scott,F,86
2778,GRZ,2019-06-30,2020-10-26,484,Sunday,232217,EUR,74532,500001,217748,0.14906370187259627,2.921537057908013,0.43549512900974197,45-50,M,carriemyers,brownashley@solomon-vasquez.biz,Kathleen Scott,F,86
2779,KTR,2019-03-30,2020-10-05,555,Saturday,622646,USD,63158,500001,593182,0.12631574736850526,9.392032679945533,1.1863616272767454,40-55,M,carriemyers,brownashley@solomon-vasquez.biz,Kathleen Scott,F,86
2780,BYU,2018-08-27,2019-02-07,164,Monday,24309,EUR,52632,499998,18176,0.10526442105768423,0.34534123727010185,0.036352145408581636,45-70,M,carriemyers,brownashley@solomon-vasquez.biz,Kathleen Scott,F,86
2781,GRZ,2018-05-16,2020-02-29,654,Wednesday,3954,EUR,24849,499998,3264,0.04969819879279517,0.13135337438126282,0.006528026112104448,30-35,M,carriemyers,brownashley@solomon-vasquez.biz,Kathleen Scott,F,86
2782,AKX,2019-05-11,2020-08-29,476,Saturday,285907,EUR,26547,500000,187354,0.053094,7.057445285719667,0.374708,25-50,F,carriemyers,brownashley@solomon-vasquez.biz,Kathleen Scott,F,86
2783,GRZ,2018-01-15,2019-12-30,714,Monday,205746,GDB,13184,500002,107769,0.026367894528421885,8.174226334951456,0.2155371378514486,35-45,F,carriemyers,brownashley@solomon-vasquez.biz,Kathleen Scott,F,86
2784,AKX,2017-11-25,2018-01-06,42,Saturday,42746,USD,49206,499998,34863,0.0984123936495746,0.7085111571759541,0.06972627890511562,20-35,F,carriemyers,brownashley@solomon-vasquez.biz,Kathleen Scott,F,86
2785,BYU,2019-06-09,2020-03-28,293,Sunday,119048,USD,37522,499999,83175,0.07504415008830018,2.2166995362720536,0.1663503327006654,20-30,F,ncarr,susanfisher@yahoo.com,Christina Suarez,F,70
2786,GRZ,2018-01-06,2018-12-15,343,Saturday,284598,USD,29114,500000,83089,0.058228,2.8539190767328435,0.166178,30-40,M,ncarr,susanfisher@yahoo.com,Christina Suarez,F,70
2787,KTR,2018-05-31,2019-07-08,403,Thursday,234266,USD,46401,500000,214521,0.092802,4.623197775910002,0.429042,35-50,M,ncarr,susanfisher@yahoo.com,Christina Suarez,F,70
2788,GRZ,2019-08-25,2020-01-03,131,Sunday,996491,USD,9958,499999,372234,0.019916039832079666,37.380397670214904,0.7444694889389779,25-45,M,ncarr,susanfisher@yahoo.com,Christina Suarez,F,70
2789,GRZ,2018-03-02,2018-06-23,113,Friday,693617,GDB,14582,499998,395541,0.029164116656466624,27.12529145521876,0.7910851643406573,30-35,F,ncarr,susanfisher@yahoo.com,Christina Suarez,F,70
2790,GRZ,2019-04-29,2020-09-22,512,Monday,675945,GDB,30771,499997,529332,0.06154236925421552,17.202300867700107,1.0586703520221121,40-60,M,sarah87,meghanmiller@hanson.org,Patrick Doyle,M,69
2791,AKX,2019-02-26,2019-08-18,173,Tuesday,970964,EUR,53320,499997,35680,0.10664063984383906,0.6691672918229558,0.07136042816256898,40-45,F,sarah87,meghanmiller@hanson.org,Patrick Doyle,M,69
2792,AKX,2018-06-18,2019-03-01,256,Monday,711284,GDB,41534,500000,338230,0.083068,8.143448740790678,0.67646,25-30,M,sarah87,meghanmiller@hanson.org,Patrick Doyle,M,69
2793,BYU,2019-02-07,2019-10-16,251,Thursday,808008,GDB,56970,500000,793264,0.11394,13.924240828506232,1.586528,20-45,F,sarah87,meghanmiller@hanson.org,Patrick Doyle,M,69
2794,BYU,2019-06-29,2019-07-28,29,Saturday,774164,USD,11845,500000,277822,0.02369,23.454791051076402,0.555644,25-30,F,patrickcarr,laura67@acevedo.com,Melanie Ibarra,F,71
2795,GRZ,2017-11-16,2019-01-19,429,Thursday,184910,GDB,38013,500003,85995,0.07602554384673692,2.2622523873411726,0.1719889680661916,35-55,M,patrickcarr,laura67@acevedo.com,Melanie Ibarra,F,71
2796,KTR,2018-05-07,2019-11-10,552,Monday,25409,USD,12723,500000,12017,0.025446,0.9445099426235951,0.024034,35-50,F,patrickcarr,laura67@acevedo.com,Melanie Ibarra,F,71
2797,KTR,2017-11-29,2018-03-15,106,Wednesday,17776,GDB,82579,500000,6434,0.165158,0.07791327092844427,0.012868,35-40,F,patrickcarr,laura67@acevedo.com,Melanie Ibarra,F,71
2798,KTR,2018-09-04,2019-11-13,435,Tuesday,640017,GDB,36963,500002,618611,0.07392570429718281,16.7359521683846,1.2372170511317955,40-50,F,patrickcarr,laura67@acevedo.com,Melanie Ibarra,F,71
2799,GRZ,2019-12-02,2019-12-23,21,Monday,438518,USD,45400,500004,44547,0.09079927360581115,0.9812114537444934,0.08909328725370197,30-50,F,patrickcarr,laura67@acevedo.com,Melanie Ibarra,F,71
2800,AKX,2018-01-30,2019-07-21,537,Tuesday,123713,EUR,70292,500002,17122,0.14058343766624934,0.24358390713025665,0.034243863024547905,20-30,F,patrickcarr,laura67@acevedo.com,Melanie Ibarra,F,71
2801,GRZ,2018-09-11,2019-03-26,196,Tuesday,532976,EUR,20464,499999,35344,0.040928081856163714,1.727130570758405,0.07068814137628275,20-35,M,chad36,johnny40@yahoo.com,Michele Howell,F,69
2802,GRZ,2018-08-14,2019-01-09,148,Tuesday,717554,EUR,29861,500002,557078,0.059721761112955546,18.65570476541308,1.1141515433938265,30-50,M,chad36,johnny40@yahoo.com,Michele Howell,F,69
2803,BYU,2019-05-15,2020-11-08,543,Wednesday,866398,EUR,64193,500000,331771,0.128386,5.168336111414017,0.663542,40-60,M,chad36,johnny40@yahoo.com,Michele Howell,F,69
2804,KTR,2018-06-02,2018-02-05,-117,Saturday,703708,GDB,45806,499996,688472,0.09161273290186321,15.030170719993015,1.3769550156401251,45-65,F,chad36,johnny40@yahoo.com,Michele Howell,F,69
2805,GRZ,2017-12-28,2018-09-01,247,Thursday,854135,USD,13810,499997,279116,0.027620165720994325,20.21115133960898,0.5582353494120965,20-35,F,chad36,johnny40@yahoo.com,Michele Howell,F,69
2806,BYU,2018-05-22,2020-02-22,641,Tuesday,668516,EUR,18225,500000,295250,0.03645,16.200274348422496,0.5905,35-55,M,chad36,johnny40@yahoo.com,Michele Howell,F,69
2807,BYU,2018-09-08,2018-12-08,91,Saturday,594264,EUR,72746,499996,563873,0.14549316394531156,7.751257801116212,1.1277550220401764,30-40,F,nmendez,hwilliams@cortez-peters.com,Joshua Armstrong,M,54
2808,KTR,2018-01-31,2018-05-11,100,Wednesday,855445,USD,85199,500003,129816,0.1703969776181343,1.5236798553973638,0.2596304422173467,35-50,F,nmendez,hwilliams@cortez-peters.com,Joshua Armstrong,M,54
2809,BYU,2019-03-31,2019-08-08,130,Sunday,30082,EUR,45533,499999,3198,0.09106618213236427,0.07023477477873191,0.006396012792025584,35-55,F,nmendez,hwilliams@cortez-peters.com,Joshua Armstrong,M,54
2810,GRZ,2019-04-16,2019-08-13,119,Tuesday,597417,EUR,51962,499999,370198,0.1039242078484157,7.124398598976175,0.7403974807949616,40-45,M,nmendez,hwilliams@cortez-peters.com,Joshua Armstrong,M,54
2811,AKX,2018-04-15,2018-04-05,-10,Sunday,116574,GDB,25625,500000,100610,0.05125,3.9262439024390243,0.20122,25-35,F,nmendez,hwilliams@cortez-peters.com,Joshua Armstrong,M,54
2812,GRZ,2019-09-13,2020-08-05,327,Friday,326783,EUR,8959,500002,271597,0.017917928328286686,30.315548610335973,0.5431918272326911,40-55,F,nmendez,hwilliams@cortez-peters.com,Joshua Armstrong,M,54
2813,AKX,2019-02-25,2020-04-14,414,Monday,400553,USD,62953,499999,115586,0.12590625181250362,1.8360681778469652,0.2311724623449247,45-65,M,lopezrobin,pcook@gmail.com,Katelyn Robertson,F,63
2814,GRZ,2019-04-09,2019-11-09,214,Tuesday,183637,GDB,19077,499997,19309,0.038154228925373554,1.0121612412853174,0.03861823170939026,25-35,F,lopezrobin,pcook@gmail.com,Katelyn Robertson,F,63
2815,GRZ,2019-03-25,2021-02-18,696,Monday,234264,EUR,36189,499998,48907,0.07237828951315806,1.3514327558097765,0.09781439125756503,20-25,F,lopezrobin,pcook@gmail.com,Katelyn Robertson,F,63
2816,BYU,2019-05-01,2019-09-07,129,Wednesday,751969,GDB,9694,500000,656443,0.019388,67.71642252939962,1.312886,30-45,M,lopezrobin,pcook@gmail.com,Katelyn Robertson,F,63
2817,GRZ,2019-06-19,2020-10-24,493,Wednesday,949137,EUR,52582,500000,53067,0.105164,1.0092236887147694,0.106134,35-45,F,gregory01,ronaldclark@contreras.com,Jeffrey Jenkins,M,72
2818,BYU,2018-03-06,2018-06-15,101,Tuesday,600921,EUR,11183,499999,181251,0.022366044732089464,16.207726012697844,0.36250272500545,45-65,F,gregory01,ronaldclark@contreras.com,Jeffrey Jenkins,M,72
2819,AKX,2019-06-16,2019-10-16,122,Sunday,438426,GDB,32518,499999,63409,0.06503613007226014,1.9499661725813395,0.12681825363650728,30-45,F,gregory01,ronaldclark@contreras.com,Jeffrey Jenkins,M,72
2820,BYU,2018-06-03,2020-04-01,668,Sunday,810230,GDB,22999,500000,123899,0.045998,5.38714726727249,0.247798,25-30,M,matthew30,cmontes@gmail.com,Hunter Gibson,M,49
2821,AKX,2019-08-21,2019-09-26,36,Wednesday,296206,USD,51257,500002,155368,0.10251358994564022,3.0311567200577483,0.31073475706097176,30-45,F,matthew30,cmontes@gmail.com,Hunter Gibson,M,49
2822,AKX,2019-06-11,2021-02-08,608,Tuesday,987858,USD,61516,500000,899654,0.123032,14.624715521165225,1.799308,30-45,M,matthew30,cmontes@gmail.com,Hunter Gibson,M,49
2823,BYU,2019-02-10,2020-02-04,359,Sunday,671836,USD,48494,499998,149680,0.09698838795355182,3.086567410401287,0.2993611974447898,35-50,F,matthew30,cmontes@gmail.com,Hunter Gibson,M,49
2824,AKX,2018-06-07,2019-08-09,428,Thursday,65908,GDB,40267,500000,10187,0.080534,0.25298631633844093,0.020374,35-40,F,matthew30,cmontes@gmail.com,Hunter Gibson,M,49
2825,AKX,2018-03-20,2019-04-13,389,Tuesday,206739,USD,62096,500001,64538,0.12419175161649677,1.0393262045864469,0.1290757418485163,40-60,M,matthew30,cmontes@gmail.com,Hunter Gibson,M,49
2826,KTR,2019-07-04,2019-07-06,2,Thursday,943524,USD,27819,500002,368072,0.0556377774488902,13.23095725942701,0.7361410554357782,40-60,F,matthew30,cmontes@gmail.com,Hunter Gibson,M,49
2827,BYU,2018-09-16,2019-04-28,224,Sunday,346208,EUR,9063,499999,66538,0.018126036252072503,7.3417190775681345,0.13307626615253232,40-45,M,phillipperry,lisahawkins@hotmail.com,Connie Hunter,F,25
2828,BYU,2019-10-05,2020-10-15,376,Saturday,116480,USD,28044,500002,28423,0.05608777564889741,1.0135144772500357,0.05684577261690953,25-45,M,phillipperry,lisahawkins@hotmail.com,Connie Hunter,F,25
2829,AKX,2019-03-08,2020-06-30,480,Friday,488504,GDB,21965,499995,460361,0.04393043930439305,20.958843614841793,0.9207312073120731,25-35,F,phillipperry,lisahawkins@hotmail.com,Connie Hunter,F,25
2830,KTR,2018-06-21,2018-07-15,24,Thursday,929190,GDB,68627,500000,872949,0.137254,12.720197589869876,1.745898,30-40,F,phillipperry,lisahawkins@hotmail.com,Connie Hunter,F,25
2831,KTR,2019-10-11,2020-06-26,259,Friday,674623,USD,18322,500001,184349,0.03664392671214658,10.061619910490121,0.3686972626054748,40-60,F,phillipperry,lisahawkins@hotmail.com,Connie Hunter,F,25
2832,BYU,2019-01-19,2020-04-22,459,Saturday,817717,GDB,44680,500002,705731,0.08935964256142975,15.795232766338406,1.4114563541745833,40-50,F,phillipperry,lisahawkins@hotmail.com,Connie Hunter,F,25
2833,KTR,2018-02-15,2018-06-29,134,Thursday,468558,EUR,24426,500000,466189,0.048852,19.085769262261525,0.932378,30-50,F,phillipperry,lisahawkins@hotmail.com,Connie Hunter,F,25
2834,AKX,2018-03-18,2018-04-24,37,Sunday,504331,USD,25846,500001,37655,0.05169189661620677,1.456898552967577,0.07530984938030123,25-35,F,phillipperry,lisahawkins@hotmail.com,Connie Hunter,F,25
2835,AKX,2017-12-12,2018-01-25,44,Tuesday,957098,GDB,10587,500001,564381,0.021173957652084695,53.30886936809294,1.1287597424805151,20-30,M,kmartinez,lglover@perry.com,Lindsay Olson DVM,F,88
2836,BYU,2018-11-25,2019-05-18,174,Sunday,68594,USD,32832,499997,2613,0.06566439398636392,0.07958698830409357,0.005226031356188137,40-55,M,kmartinez,lglover@perry.com,Lindsay Olson DVM,F,88
2837,KTR,2019-02-21,2020-08-18,544,Thursday,102725,GDB,44549,499997,60471,0.08909853459120755,1.3574042066039642,0.12094272565635394,40-60,F,kmartinez,lglover@perry.com,Lindsay Olson DVM,F,88
2838,BYU,2017-03-12,2019-12-04,997,Sunday,52230,EUR,82772,500001,46366,0.16554366891266217,0.5601652732808196,0.09273181453637093,40-60,F,zachary24,tammy12@yahoo.com,Timothy Alvarado,M,22
2839,AKX,2019-03-06,2019-06-17,103,Wednesday,425717,EUR,72914,499998,84506,0.14582858331433327,1.1589818141920618,0.1690126760507042,40-60,F,zachary24,tammy12@yahoo.com,Timothy Alvarado,M,22
2840,BYU,2019-10-16,2020-02-22,129,Wednesday,420550,GDB,22307,500000,359435,0.044614,16.113103510108935,0.71887,45-60,M,zachary24,tammy12@yahoo.com,Timothy Alvarado,M,22
2841,AKX,2019-10-26,2020-02-20,117,Saturday,452675,EUR,34708,500002,22934,0.06941572233711066,0.6607698513311052,0.04586781652873388,40-55,M,gregoryhorn,james02@yahoo.com,Jeremy Thompson,M,76
2842,GRZ,2019-01-18,2019-07-11,174,Friday,594016,GDB,67227,499995,488568,0.13445534455344554,7.267437190414565,0.9771457714577145,20-40,F,gregoryhorn,james02@yahoo.com,Jeremy Thompson,M,76
2843,KTR,2018-07-16,2019-02-24,223,Monday,975039,USD,39506,500001,966483,0.07901184197631604,24.464207968409863,1.932962134075732,40-60,F,gregoryhorn,james02@yahoo.com,Jeremy Thompson,M,76
2844,BYU,2019-11-10,2021-05-23,560,Sunday,106792,USD,28188,499997,14175,0.05637633825802955,0.5028735632183908,0.028350170101020606,30-45,M,gregoryhorn,james02@yahoo.com,Jeremy Thompson,M,76
2845,BYU,2019-08-03,2020-11-30,485,Saturday,577303,GDB,15640,500003,494636,0.031279812321126074,31.62634271099744,0.9892660644036135,30-45,M,gregoryhorn,james02@yahoo.com,Jeremy Thompson,M,76
2846,KTR,2018-10-21,2020-05-28,585,Sunday,149560,EUR,29659,500000,60964,0.059318,2.055497488114906,0.121928,25-35,F,gregoryhorn,james02@yahoo.com,Jeremy Thompson,M,76
2847,KTR,2018-08-12,2019-12-23,498,Sunday,436214,EUR,15316,500002,226497,0.03063187747249011,14.788260642465396,0.45299218803124786,40-55,F,gregoryhorn,james02@yahoo.com,Jeremy Thompson,M,76
2848,AKX,2019-09-17,2021-05-20,611,Tuesday,985005,EUR,23540,499999,600138,0.047080094160188324,25.494392523364485,1.200278400556801,25-40,M,simmonskaitlyn,johnsondana@cisneros.com,Natalie Cruz,F,22
2849,AKX,2017-03-12,2018-08-21,527,Sunday,226671,USD,45199,500002,18413,0.09039763840944637,0.40737626938649085,0.036825852696589216,35-45,M,simmonskaitlyn,johnsondana@cisneros.com,Natalie Cruz,F,22
2850,KTR,2019-10-07,2021-04-28,569,Monday,158013,USD,63569,499997,81346,0.127138762832577,1.2796488854630401,0.16269297615785694,20-40,F,simmonskaitlyn,johnsondana@cisneros.com,Natalie Cruz,F,22
2851,AKX,2017-12-18,2018-03-12,84,Monday,358441,EUR,15521,500000,80079,0.031042,5.159396946073063,0.160158,25-30,M,simmonskaitlyn,johnsondana@cisneros.com,Natalie Cruz,F,22
2852,BYU,2018-04-24,2018-06-25,62,Tuesday,723175,EUR,57866,499996,489128,0.1157329258634069,8.45277019320499,0.9782638261106089,40-60,F,simmonskaitlyn,johnsondana@cisneros.com,Natalie Cruz,F,22
2853,GRZ,2018-03-24,2019-01-11,293,Saturday,547995,EUR,16311,500001,346677,0.03262193475613049,21.254184292808535,0.6933526132947734,35-50,F,simmonskaitlyn,johnsondana@cisneros.com,Natalie Cruz,F,22
2854,KTR,2019-10-04,2019-07-12,-84,Friday,377265,GDB,54917,499997,323708,0.10983465900795404,5.8944953293151485,0.6474198845193071,25-45,M,simmonskaitlyn,johnsondana@cisneros.com,Natalie Cruz,F,22
2855,BYU,2018-10-08,2018-11-08,31,Monday,861294,EUR,28217,500000,809800,0.056434,28.699011234362263,1.6196,40-45,F,andreajones,crystalwilliams@salazar.net,Samuel Alvarado,M,84
2856,BYU,2019-01-11,2021-09-30,993,Friday,503310,EUR,30583,499998,108415,0.06116624466497866,3.544943269136448,0.2168308673234693,30-45,M,andreajones,crystalwilliams@salazar.net,Samuel Alvarado,M,84
2857,BYU,2017-09-12,2018-03-27,196,Tuesday,311606,USD,81790,500001,306452,0.1635796728406543,3.7468150140603984,0.6129027741944516,30-40,F,andreajones,crystalwilliams@salazar.net,Samuel Alvarado,M,84
2858,AKX,2018-09-04,2019-09-10,371,Tuesday,869538,USD,61337,499999,317796,0.1226742453484907,5.181146779268631,0.6355932711865424,40-60,M,andreajones,crystalwilliams@salazar.net,Samuel Alvarado,M,84
2859,GRZ,2018-08-31,2020-06-06,645,Friday,109528,GDB,35621,500002,61197,0.07124171503313986,1.7180034249459588,0.1223935104259583,20-30,F,andreajones,crystalwilliams@salazar.net,Samuel Alvarado,M,84
2860,GRZ,2019-04-04,2020-11-16,592,Thursday,619083,EUR,96379,500000,208262,0.192758,2.1608649187063573,0.416524,35-40,F,andreajones,crystalwilliams@salazar.net,Samuel Alvarado,M,84
2861,GRZ,2018-12-03,2019-08-09,249,Monday,831539,EUR,16805,500001,404745,0.03360993278013444,24.08479619160964,0.809488381023238,30-35,F,andreajones,crystalwilliams@salazar.net,Samuel Alvarado,M,84
2862,BYU,2018-01-28,2019-07-03,521,Sunday,382506,USD,56743,500001,369262,0.11348577302845395,6.507622085543591,0.7385225229549541,20-35,M,uhickman,bailey47@gmail.com,Heidi Mcdonald,F,88
2863,AKX,2017-12-19,2019-07-21,579,Tuesday,52416,USD,38050,499997,19923,0.07610045660273962,0.5236005256241787,0.03984623907743447,20-25,F,uhickman,bailey47@gmail.com,Heidi Mcdonald,F,88
2864,GRZ,2018-04-28,2019-08-04,463,Saturday,419589,USD,21781,500000,223903,0.043562,10.27973922225793,0.447806,40-55,M,taylor72,abailey@singleton.com,Crystal Zavala,F,46
2865,GRZ,2019-09-08,2021-03-26,565,Sunday,723200,USD,57910,500001,566710,0.11581976836046327,9.786047314798825,1.1334177331645336,25-40,M,taylor72,abailey@singleton.com,Crystal Zavala,F,46
2866,KTR,2019-02-21,2020-09-11,568,Thursday,258258,EUR,36850,500001,10357,0.0736998526002948,0.28105834464043417,0.020713958572082854,35-55,F,taylor72,abailey@singleton.com,Crystal Zavala,F,46
2867,AKX,2019-12-09,2021-05-06,514,Monday,130157,GDB,31105,499999,18462,0.06221012442024884,0.5935380163960778,0.0369240738481477,35-40,F,william74,mmiller@gmail.com,Adam Gonzales,M,59
2868,GRZ,2019-04-19,2020-02-01,288,Friday,622931,GDB,51098,499996,31382,0.10219681757454059,0.6141531958197972,0.06276450211601693,30-45,F,william74,mmiller@gmail.com,Adam Gonzales,M,59
2869,AKX,2019-08-14,2021-01-26,531,Wednesday,275236,GDB,30284,499999,170292,0.06056812113624227,5.623167349095231,0.34058468116936236,25-30,M,william74,mmiller@gmail.com,Adam Gonzales,M,59
2870,BYU,2019-10-27,2020-05-18,204,Sunday,736860,EUR,33153,499997,607594,0.06630639783838703,18.326968901758512,1.215195291171747,40-45,M,william74,mmiller@gmail.com,Adam Gonzales,M,59
2871,BYU,2019-09-30,2020-06-28,272,Monday,794317,GDB,52678,500000,662285,0.105356,12.572326208284293,1.32457,20-40,F,william74,mmiller@gmail.com,Adam Gonzales,M,59
2872,BYU,2018-06-28,2020-03-01,612,Thursday,122093,EUR,67685,499998,22808,0.13537054148216593,0.3369727413754894,0.04561618246472986,35-40,M,william74,mmiller@gmail.com,Adam Gonzales,M,59
2873,AKX,2018-03-17,2020-01-23,677,Saturday,897844,USD,58424,499999,673460,0.1168482336964674,11.52711214569355,1.3469226938453878,35-50,M,james77,qcordova@page.com,Carrie Zimmerman,F,35
